TIME,STAGE,MEDIAN,MEAN_NN,MxDMn,MAXN,MINN,VARIA,ABSOLUTE_POWER_LF,ABSOLUTE_POWER_HF,TOTAl_POWER,KURT,SKEW,KURT_REL_RR,SKEW_REL_RR
05:34:48,S3,912.1094,839.0625,689.4531,1021.4844,332.0312,32595.6508,1820.2685,16292.6819,20817.2984,4.2178,-1.5603,4.1855,-0.3753
05:35:18,S3,912.1094,916.2046,367.1875,1085.9375,718.75,3316.4129,244.8948,915.2846,1510.1015,7.7102,-0.2005,6.1434,-0.8508
05:35:48,S2,917.9688,912.6587,574.2188,1060.5469,486.3281,6814.2973,446.4469,990.9397,1907.8878,22.5794,-4.0906,21.0285,-3.9826
05:36:18,S1,914.0625,889.9148,732.4219,1076.1719,343.75,15463.8159,1091.2217,3472.9797,5978.1882,11.8163,-2.5268,9.4502,-0.5145
05:36:48,S1,925.7812,921.371,349.6094,996.0938,646.4844,3162.0069,187.708,67.6279,525.6367,18.5971,-3.6375,22.0373,-4.2964
05:37:18,S1,915.0391,914.7949,107.4219,968.75,861.3281,461.7572,97.2492,91.5754,301.4226,3.9601,0.1535,3.3858,-0.8581
05:37:48,S1,911.1328,906.4941,263.6719,960.9375,697.2656,1803.1001,467.866,480.9127,1211.1671,18.6307,-3.5709,22.7144,-4.3945
05:38:18,S1,894.5312,760.0226,808.5938,1125.0,316.4062,69830.2763,17010.4695,3394.3782,37730.2779,1.5514,-0.4421,6.3297,0.3376
05:38:48,S1,933.5938,889.5005,728.5156,1115.2344,386.7188,24648.5,4518.6605,9195.3848,16096.9613,5.2044,-1.3296,3.6407,0.1014
05:39:18,S1,912.1094,900.3296,544.9219,1050.7812,505.8594,6907.3401,303.3752,895.0993,1451.5126,16.3503,-3.158,15.37,-2.9238
05:39:48,S2,911.1328,906.5552,400.3906,1109.375,708.9844,5249.0495,673.4442,1103.0732,2666.6818,5.559,-0.5279,4.9586,-0.4128
05:40:18,S2,906.25,911.0107,183.5938,1044.9219,861.3281,1208.052,223.3595,192.1975,714.0744,7.5167,1.6068,10.9698,1.4963
05:40:48,S2,878.9062,788.4818,871.0938,1191.4062,320.3125,64898.695,5677.0793,13830.9195,29111.8776,2.1296,-0.6853,3.7759,0.0012
05:41:18,S2,705.0781,713.9863,812.5,1115.2344,302.7344,47240.1035,4022.4599,2515.1383,18294.3911,2.182,-0.149,2.6036,-0.2797
05:41:48,S2,871.0938,810.7096,628.9062,1064.4531,435.5469,23168.8552,1715.2791,843.7648,10132.3067,2.2708,-0.6113,11.141,0.8334
05:42:18,S2,962.8906,940.8392,398.4375,1101.5625,703.125,11482.2864,3107.4664,605.7096,6500.3242,2.4679,-0.5171,5.6413,-1.4925
05:42:48,R,913.0859,849.6094,650.3906,1033.2031,382.8125,35919.1895,4562.7367,3050.1549,14119.8124,3.7529,-1.4268,9.9707,-0.8597
05:43:18,R,685.5469,678.3249,761.7188,1074.2188,312.5,25667.8621,804.8051,6271.6929,11907.0492,3.0881,-0.1894,4.2056,0.6016
05:43:48,R,978.5156,973.1771,345.7031,1095.7031,750.0,4035.1698,226.6691,581.229,1208.0115,6.7075,-1.4226,6.6636,-1.4724
05:44:18,R,996.0938,976.8319,166.0156,1033.2031,867.1875,1964.365,230.4706,413.1863,883.0817,3.648,-1.2508,4.1326,0.0121
05:44:48,R,967.7734,959.1146,267.5781,1052.7344,785.1562,3719.0586,655.292,1000.6392,1862.8889,3.3757,-0.7713,5.6839,-1.4971
05:45:18,R,898.4375,902.0917,343.75,1107.4219,763.6719,6426.1017,2141.1254,782.3134,4840.9423,2.7798,0.0495,3.0684,0.4182
05:45:48,R,976.5625,977.0339,259.7656,1095.7031,835.9375,3507.063,638.8752,506.5115,1839.2724,3.1086,-0.2931,2.8919,-0.0729
05:46:18,R,949.2188,933.5307,503.9062,1074.2188,570.3125,9360.4017,885.2178,2098.4766,3757.1089,6.9821,-1.5407,9.5696,-2.0575
05:46:48,R,958.9844,928.1754,542.9688,1019.5312,476.5625,10162.7743,795.7304,1204.5038,2331.2058,13.2336,-2.8933,16.2318,-3.3186
05:47:18,R,972.6562,956.6532,322.2656,1130.8594,808.5938,7547.7894,1050.519,1359.9674,4138.3117,2.0268,-0.0515,2.6963,-0.0604
05:47:48,R,960.9375,959.375,232.4219,1066.4062,833.9844,4762.6241,596.4238,394.5489,2195.4566,1.9328,-0.1444,3.8432,0.2909
05:48:18,R,869.1406,894.5312,525.3906,1056.6406,531.25,8583.7624,188.1715,1643.8883,2094.849,7.983,-1.3823,8.7639,-1.8271
05:48:48,R,886.7188,900.8641,353.5156,1103.5156,750.0,5227.067,988.6567,885.9934,3174.775,3.4548,0.7369,2.7805,-0.194
