TIME,STAGE,MEDIAN,MEAN_NN,MxDMn,MAXN,MINN,VARIA,ABSOLUTE_POWER_LF,ABSOLUTE_POWER_HF,TOTAl_POWER,KURT,SKEW,KURT_REL_RR,SKEW_REL_RR
05:49:18,R,876.9531,891.5128,384.7656,1093.75,708.9844,7276.1515,902.3045,1972.7422,4327.9951,3.1747,0.6099,3.2993,0.79
05:49:48,R,878.9062,886.0085,728.5156,1193.3594,464.8438,17389.8912,3396.4818,4671.9334,9969.2954,7.0443,-1.2491,11.1735,-0.5803
05:50:18,R,916.0156,896.9116,787.1094,1115.2344,328.125,21067.0792,2545.5219,3434.1939,8372.8776,9.6169,-2.3282,12.2742,1.5542
05:50:48,R,912.1094,919.1028,185.5469,1017.5781,832.0312,2828.9731,302.3019,932.392,1471.0731,2.0995,0.2392,2.6888,0.0922
05:51:18,R,882.8125,878.1368,333.9844,984.375,650.3906,3786.4776,398.734,946.4952,1962.8738,6.8924,-1.2811,6.3577,0.0916
05:51:48,R,921.875,927.2933,380.8594,1171.875,791.0156,5102.7629,1852.2277,1467.7541,4290.6688,5.6437,0.8006,5.9652,0.8924
05:52:18,R,886.7188,919.8589,468.75,1214.8438,746.0938,14190.0546,4335.3917,1444.4237,11302.8015,3.1789,0.8846,2.3692,0.4525
05:52:48,R,865.2344,857.0198,482.4219,923.8281,441.4062,5970.4005,272.7881,426.3313,977.2758,24.6784,-4.5106,26.2029,-4.7864
05:53:18,R,880.8594,888.7902,173.8281,986.3281,812.5,1750.1229,204.1047,700.6742,1126.2343,2.7387,0.5814,3.9243,-0.3785
05:53:48,R,882.8125,860.4665,550.7812,1003.9062,453.125,8449.5973,904.6188,547.4788,2362.9983,12.0292,-2.4725,18.0435,-3.4623
05:54:18,R,914.0625,923.0957,203.125,1044.9219,841.7969,3963.4109,578.3131,1681.5265,2638.6576,1.9523,0.4383,2.4122,-0.1432
05:54:48,R,844.7266,851.2753,394.5312,974.6094,580.0781,4318.0426,599.1636,1707.5316,2973.1029,9.3843,-1.6324,9.7583,-1.6306
05:55:18,R,857.4219,862.4527,187.5,984.375,796.875,1513.6326,442.7767,288.3738,835.9513,4.8303,1.1115,3.6163,0.5189
05:55:48,R,855.4688,855.4688,265.625,1025.3906,759.7656,3882.2398,1600.1043,331.8231,2659.9229,3.241,0.5565,4.9319,-0.0394
05:56:18,R,869.1406,865.3527,652.3438,1107.4219,455.0781,8974.0035,981.2022,576.7338,2654.5177,12.0803,-1.9667,24.8728,-4.5413
05:56:48,R,890.625,895.715,576.1719,1087.8906,511.7188,7975.4776,1002.1721,1057.0831,2870.8805,11.2761,-1.9682,16.6746,-3.3217
05:57:18,R,870.1172,871.5533,412.1094,1000.0,587.8906,3758.1632,54.7248,393.3905,662.1776,14.4887,-2.4129,11.168,-2.09
05:57:48,R,806.6406,777.3438,820.3125,1205.0781,384.7656,21104.7611,1286.7944,5883.0823,8833.2781,5.243,-0.3405,5.3203,0.0388
05:58:18,R,892.5781,891.276,380.8594,1074.2188,693.3594,8208.2267,731.6223,1520.0743,4173.3143,2.2528,-0.2113,9.6597,-1.973
05:58:48,R,908.2031,848.9775,910.1562,1273.4375,363.2812,46163.3841,6096.8744,4294.8864,22781.3406,2.8751,-0.7165,6.2492,-0.0641
05:59:18,R,678.7109,698.7072,632.8125,1000.0,367.1875,37682.1354,5366.4301,6507.4003,22613.5623,1.8323,-0.1845,4.5689,0.3306
05:59:48,R,893.5547,895.2637,355.4688,1042.9688,687.5,5920.589,834.9113,1478.1597,3920.4644,3.3566,-0.4763,2.1976,-0.3089
06:00:18,R,882.8125,886.9555,271.4844,1000.0,728.5156,2745.1388,82.0129,536.6807,827.8385,4.2945,-0.1653,6.31,-1.2566
06:00:48,R,880.8594,879.5573,548.8281,1039.0625,490.2344,7205.5393,322.1073,1634.9618,2282.4882,14.1292,-2.5101,16.9695,-3.3594
06:01:18,R,904.2969,898.5559,306.6406,1015.625,708.9844,3669.4936,143.8607,506.5903,1401.2888,4.1487,-0.7588,2.9524,-0.4625
06:01:48,R,875.0,877.6042,177.7344,976.5625,798.8281,1811.5573,159.032,846.4565,1116.8046,3.0614,0.5627,4.6617,1.1439
06:02:18,R,882.8125,883.4044,263.6719,1019.5312,755.8594,2655.6038,252.4272,979.5636,1674.5965,3.9305,0.3868,4.4711,0.0813
06:02:48,R,900.3906,878.5511,761.7188,1142.5781,380.8594,23147.4569,4142.5526,1872.5159,10963.4438,6.0181,-1.4487,8.2448,0.3439
06:03:18,R,923.8281,928.4904,271.4844,1097.6562,826.1719,3655.8772,213.8341,1083.177,1843.813,4.0531,0.8931,2.2485,0.0669
