TIME,STAGE,MEDIAN,MEAN_NN,MxDMn,MAXN,MINN,VARIA,ABSOLUTE_POWER_LF,ABSOLUTE_POWER_HF,TOTAl_POWER,KURT,SKEW,KURT_REL_RR,SKEW_REL_RR
00:44:48,S2,748.0469,753.2051,341.7969,851.5625,509.7656,4553.6701,513.8107,722.1075,2337.1357,5.1685,-0.9544,11.9205,1.1664
00:45:18,S2,811.5234,808.7565,355.4688,1066.4062,710.9375,3516.3826,518.1038,961.2264,2216.763,10.4959,2.0085,8.5223,-0.8934
00:45:48,S2,832.0312,831.1942,164.0625,916.0156,751.9531,2044.522,178.2172,906.2313,1398.8818,1.9942,0.0004,2.1331,0.0936
00:46:18,S2,828.125,822.154,267.5781,964.8438,697.2656,3939.3709,871.8572,525.5315,2572.469,2.8601,0.1733,3.9194,0.7476
00:46:48,S2,837.8906,841.9085,279.2969,1031.25,751.9531,2718.4498,548.9614,751.433,1937.4793,5.8486,1.1761,2.711,-0.0169
00:47:18,S2,831.0547,811.0894,501.9531,884.7656,382.8125,6575.396,89.6363,868.4482,988.0417,21.704,-4.012,23.9455,-4.3541
00:47:48,S2,810.5469,811.4692,253.9062,935.5469,681.6406,2967.3017,324.0489,1043.2373,2093.6345,3.184,0.2558,2.7551,-0.6763
00:48:18,S2,786.1328,769.891,396.4844,875.0,478.5156,5806.944,471.448,424.0364,2160.2509,6.3723,-1.3838,17.0219,-3.3506
00:48:48,S2,832.0312,822.7121,185.5469,878.9062,693.3594,1495.38,55.2928,531.8879,685.6897,4.7766,-1.1185,4.6741,-0.972
00:49:18,S2,824.2188,818.3051,595.7031,992.1875,396.4844,8005.4572,399.2174,1191.8967,2023.7614,14.3069,-2.6192,22.628,-4.1438
00:49:48,S2,816.4062,820.638,478.5156,951.1719,472.6562,5816.4597,504.9401,1021.2709,1854.7015,12.606,-2.3536,15.1712,-2.8862
00:50:18,S2,809.5703,814.2904,214.8438,925.7812,710.9375,2553.8074,306.0457,625.6717,1537.3637,2.3035,0.1705,1.8612,0.0521
00:50:48,S2,810.5469,812.9464,205.0781,890.625,685.5469,1894.7243,45.5184,803.7045,927.2881,3.2973,-0.5073,3.5839,-0.7397
00:51:18,S2,824.2188,823.1585,189.4531,914.0625,724.6094,1786.225,319.8143,732.1115,1456.4114,2.6337,-0.0676,2.0325,-0.2397
00:51:48,S2,806.6406,804.3527,140.625,884.7656,744.1406,1188.7655,118.7954,612.2644,825.8233,2.6531,0.445,1.7709,-0.1557
00:52:18,S3,799.8047,792.372,402.3438,876.9531,474.6094,4827.4611,124.9974,860.8484,1355.0785,12.5571,-2.6028,12.0792,-2.5421
00:52:48,S3,832.0312,825.7812,367.1875,1035.1562,667.9688,4798.1916,938.2767,1203.9012,3472.834,4.6113,0.2224,4.3686,0.944
00:53:18,S3,811.5234,813.2595,201.1719,927.7344,726.5625,2467.1084,424.1589,666.0265,1701.5784,2.2531,0.3084,2.3211,0.2505
00:53:48,S3,803.7109,804.8503,117.1875,867.1875,750.0,1087.2682,82.034,582.9963,727.0912,1.827,0.0643,1.8529,-0.1453
00:54:18,S3,617.1875,612.0924,656.25,957.0312,300.7812,27778.3731,3259.911,5873.1572,11634.5198,2.2421,0.0503,3.2512,-0.0565
00:54:48,S3,681.6406,675.0091,517.5781,865.2344,347.6562,17725.9471,342.2936,1078.6037,6283.098,2.5524,-0.508,6.4048,0.113
00:55:18,S3,811.5234,812.283,431.6406,945.3125,513.6719,4011.319,107.5082,482.5418,933.7559,14.4924,-2.5657,14.9868,-2.6528
00:55:48,S3,779.2969,779.5608,150.3906,865.2344,714.8438,1140.731,378.7426,226.3727,917.6846,2.866,0.4066,5.998,-1.1723
00:56:18,S3,797.8516,804.8503,167.9688,914.0625,746.0938,1235.1937,403.6141,237.0355,802.7674,3.744,0.8204,4.2136,-0.2694
00:56:48,S3,806.6406,799.5877,464.8438,908.2031,443.3594,5114.0844,1312.6756,1598.1657,4247.2075,17.3876,-3.2889,20.6364,-3.9308
00:57:18,S3,792.9688,802.4177,185.5469,937.5,751.9531,1327.0019,84.7462,596.7044,933.8245,5.907,1.3298,4.5835,-0.8867
00:57:48,S3,808.5938,811.0352,97.6562,865.2344,767.5781,710.2489,66.6428,268.3217,478.9562,2.0157,0.1715,2.2591,0.335
00:58:18,S3,800.7812,790.0127,498.0469,902.3438,404.2969,5159.6609,147.3839,527.4038,778.5489,22.7108,-4.0066,25.5064,-4.5795
00:58:48,S4,822.2656,820.9263,195.3125,917.9688,722.6562,1986.8625,372.8162,492.6558,1337.1879,2.6931,-0.2797,3.3285,-0.2661
