TIME,STAGE,MEDIAN,MEAN_NN,MxDMn,MAXN,MINN,VARIA,ABSOLUTE_POWER_LF,ABSOLUTE_POWER_HF,TOTAl_POWER,KURT,SKEW,KURT_REL_RR,SKEW_REL_RR
04:22:18,R,908.2031,891.5405,542.9688,992.1875,449.2188,9741.541,587.4939,923.1843,2247.0109,12.8328,-2.675,14.4687,-2.9289
04:22:48,R,929.6875,923.5229,244.1406,1041.0156,796.875,5713.2505,370.244,2825.235,3275.7206,1.5307,-0.0795,1.9788,0.0282
04:23:18,R,882.8125,885.6534,578.125,1064.4531,486.3281,9860.6667,385.5842,2457.72,3233.1534,8.6034,-1.6292,10.3861,-2.2127
04:23:48,R,915.0391,921.4478,332.0312,1134.7656,802.7344,5702.6707,436.0894,2684.063,3547.5149,2.9561,0.4229,2.9969,0.159
04:24:18,R,880.8594,883.937,333.9844,1001.9531,667.9688,5605.9936,141.098,2580.365,2898.8689,3.1318,-0.4395,4.674,-0.4972
04:24:48,R,855.4688,875.1776,296.875,1021.4844,724.6094,4844.2872,198.0674,2274.6065,2730.9776,2.2081,0.148,2.6111,-0.0771
04:25:18,R,859.375,879.7348,273.4375,1007.8125,734.375,4727.6885,276.8456,1169.2197,1931.8451,2.0564,0.2372,3.0017,-0.2386
04:25:48,R,865.2344,871.0938,287.1094,1017.5781,730.4688,3230.933,220.7411,733.0381,1307.7291,3.8907,0.4776,3.4115,-0.0635
04:26:18,R,872.0703,862.2472,537.1094,996.0938,458.9844,7232.9432,112.3625,808.8794,1145.9394,15.3307,-2.8564,14.5482,-2.7281
04:26:48,R,869.1406,868.7385,220.7031,968.75,748.0469,3058.4401,538.4519,815.2005,1796.4734,2.5977,-0.2091,3.562,0.3745
04:27:18,R,888.6719,868.8534,658.2031,1062.5,404.2969,15772.4565,3178.4934,6389.1479,11999.7483,9.9677,-2.4792,15.198,1.2393
04:27:48,R,862.3047,868.0492,507.8125,990.2344,482.4219,7010.3345,329.0462,985.2932,1564.2442,13.7002,-2.547,13.8348,-2.8758
04:28:18,R,867.1875,874.8277,257.8125,1011.7188,753.9062,2316.2769,308.5906,829.826,1353.2448,4.4415,0.6749,3.8918,-0.5533
04:28:48,R,848.6328,852.9986,150.3906,957.0312,806.6406,938.2604,127.018,352.1219,585.9662,5.0152,1.1548,3.7082,-0.4071
04:29:18,R,835.9375,834.0402,212.8906,888.6719,675.7812,1118.1392,93.3131,100.1703,278.8318,14.7769,-2.7977,16.1836,-3.1384
04:29:48,R,839.8438,829.7433,416.0156,886.7188,470.7031,4359.9779,284.3795,632.897,1243.9336,25.0292,-4.5409,27.1628,-4.8745
04:30:18,R,826.1719,802.1537,544.9219,896.4844,351.5625,13973.1051,1239.9228,2335.2291,4375.1613,10.2182,-2.9005,11.8639,0.5848
04:30:48,R,798.8281,780.0678,363.2812,835.9375,472.6562,4217.7581,493.6646,38.6702,1149.3337,13.6581,-2.9167,29.9327,-5.1345
04:31:18,R,734.375,734.6254,89.8438,798.8281,708.9844,404.5886,146.7816,67.4348,344.6971,5.2382,1.4251,2.4817,-0.0737
04:31:48,R,728.5156,729.6174,109.375,775.3906,666.0156,608.9421,382.6879,27.943,514.4098,3.3625,-0.6762,3.0707,-0.5557
04:32:18,R,784.1797,777.4465,351.5625,832.0312,480.4688,2942.5264,14.3578,93.0022,334.4788,23.7451,-4.229,32.5021,-5.4952
04:32:48,R,814.4531,816.569,238.2812,917.9688,679.6875,1217.8156,210.1551,227.3225,568.1229,9.1616,-0.7809,10.5684,-1.5815
04:33:18,R,798.8281,793.5494,128.9062,820.3125,691.4062,569.4961,110.8012,75.5711,240.2487,9.797,-2.2213,14.6489,-2.956
04:33:48,R,820.3125,809.7873,476.5625,876.9531,400.3906,5473.9375,130.1206,137.653,503.5482,26.0959,-4.644,31.0278,-5.3837
04:34:18,R,833.9844,819.9777,492.1875,914.0625,421.875,5456.8668,98.6963,343.755,617.553,24.2109,-4.3903,26.7635,-4.8069
04:34:48,R,724.6094,724.0854,705.0781,1015.625,310.5469,31996.1965,2214.8632,10567.2136,19965.7464,2.4403,-0.3952,4.35,0.1633
04:35:18,R,905.2734,898.8037,261.7188,996.0938,734.375,4808.2918,308.6932,1856.4229,2743.3581,2.1494,-0.311,2.6101,0.1063
04:35:48,R,887.6953,906.0669,394.5312,1080.0781,685.5469,6090.0114,1060.6212,969.2746,2886.2698,3.4609,-0.1407,2.8223,-0.4812
04:36:18,R,886.7188,877.9593,453.125,1023.4375,570.3125,5884.6031,239.8614,3346.4911,3771.4531,8.5971,-1.656,10.8583,-2.112
