TIME,STAGE,MEDIAN,MEAN_NN,MxDMn,MAXN,MINN,VARIA,ABSOLUTE_POWER_LF,ABSOLUTE_POWER_HF,TOTAl_POWER,KURT,SKEW,KURT_REL_RR,SKEW_REL_RR
01:39:37,S2,449.2188,471.6167,439.4531,763.6719,324.2188,11562.3127,936.3036,667.8105,1743.5212,2.2525,0.4759,1.2898,0.0251
01:39:46,S2,431.6406,456.4514,261.7188,591.7969,330.0781,6858.7875,1326.6162,388.2913,2201.497,1.3797,0.1214,1.2866,0.0833
01:40:16,S2,437.5,450.4025,332.0312,636.7188,304.6875,9453.9618,1376.62,622.3155,2252.459,1.4609,0.0545,1.3013,0.0792
01:40:41,S2,443.3594,514.8369,572.2656,876.9531,304.6875,23157.3352,1525.6219,3320.9487,7114.423,1.7559,0.3295,1.3664,0.0709
01:40:46,S2,457.0312,490.4297,324.2188,671.875,347.6562,11875.3688,1255.9777,586.1351,4541.2506,1.3899,0.1944,1.2213,0.0594
01:41:16,S2,515.625,517.818,837.8906,1150.3906,312.5,25583.9124,6805.743,12547.389,26593.8163,7.5834,1.8551,1.7234,0.0536
01:41:36,S2,710.9375,701.7299,1023.4375,1337.8906,314.4531,50956.9596,9883.6121,11007.3324,31859.568,3.237,0.3071,4.9972,-0.4759
01:41:46,R,994.1406,898.3191,816.4062,1146.4844,330.0781,45413.1478,10229.5037,3065.3849,21292.9375,3.6531,-1.2682,6.1627,-0.7348
01:42:16,R,927.7344,849.4978,636.7188,1076.1719,439.4531,38608.4296,9861.792,2483.3051,19735.8684,2.5584,-1.0239,6.7081,0.0584
01:42:46,R,866.2109,761.2048,609.375,1007.8125,398.4375,43328.8743,6259.5631,8860.1717,24987.2758,1.6776,-0.6046,5.9029,0.817
01:43:16,R,843.75,745.991,679.6875,1068.3594,388.6719,50827.4173,12628.3594,8938.5397,33050.093,1.5354,-0.3987,4.7235,-0.1167
01:43:46,R,874.0234,850.3562,703.125,1080.0781,376.9531,26295.6091,5050.2623,4189.9113,14226.5322,4.6266,-1.344,3.6481,0.3263
01:44:16,R,523.4375,618.2264,796.875,1132.8125,335.9375,59300.4999,15413.6877,13025.1885,41652.5683,1.912,0.5852,3.527,-0.2732
01:44:46,R,982.4219,916.687,916.0156,1222.6562,306.6406,44962.5514,4375.1012,15583.1361,22608.6683,4.7681,-1.4762,6.3492,-0.0109
01:45:16,R,539.0625,558.4095,671.875,996.0938,324.2188,42990.0927,6612.0341,10147.2195,23364.5817,2.3769,0.8332,2.0194,0.4108
01:45:46,R,548.8281,604.831,699.2188,1005.8594,306.6406,51924.4739,12641.0925,16798.237,42397.3709,1.6187,0.3896,2.4418,0.6475
01:46:16,R,502.9297,568.6223,644.5312,958.9844,314.4531,41033.0888,11647.9976,7842.2685,32092.6377,2.2408,0.8071,3.4047,0.9054
01:46:46,R,446.2891,540.9795,687.5,998.0469,310.5469,40935.8683,4219.6955,19513.1156,28950.3874,2.4434,0.9049,3.1474,0.5195
01:47:16,R,637.6953,674.0945,822.2656,1125.0,302.7344,73776.0008,5562.4641,9088.4347,33731.0014,1.6542,0.2328,2.9916,-0.2315
01:47:46,R,927.7344,824.442,880.8594,1185.5469,304.6875,66177.1004,5497.3633,8162.0872,24873.7863,2.1296,-0.6643,2.8766,0.4852
01:48:16,R,746.0938,719.1787,820.3125,1130.8594,310.5469,87251.712,20039.3046,12378.7011,56715.9862,1.3555,0.0019,3.3645,0.3353
01:48:46,R,654.2969,678.3249,847.6562,1162.1094,314.4531,59296.8138,10270.0143,13937.6305,32843.2928,1.9717,0.3271,2.3044,0.4378
01:49:16,R,517.5781,507.1727,785.1562,1097.6562,312.5,28452.1679,6753.3159,4793.2314,20597.7024,4.7798,1.2588,1.612,0.2621
01:49:46,R,433.5938,482.1977,640.625,949.2188,308.5938,19233.7159,2930.7135,4512.526,10640.5525,3.748,1.0463,2.0394,0.2355
01:50:16,R,453.125,487.0117,531.25,873.0469,341.7969,13393.507,273.3065,173.8556,2182.0947,2.9466,0.5966,1.3204,0.0552
01:50:46,R,452.1484,472.4042,355.4688,673.8281,318.3594,13176.147,1721.177,370.2577,2838.7083,1.2679,0.078,1.1367,0.0055
01:51:16,R,520.5078,511.9208,1013.6719,1345.7031,332.0312,29750.6516,12584.4868,4130.0869,29828.3972,10.4332,2.1089,1.7537,-0.1605
01:51:46,R,501.9531,534.0909,835.9375,1158.2031,322.2656,34960.4961,3658.6644,3532.5759,15348.0954,4.6685,1.3342,2.0079,0.376
01:52:16,R,451.1719,517.2355,669.9219,982.4219,312.5,34329.8825,6050.2081,12482.1691,20826.7657,3.1761,1.0327,2.1348,0.5214
