TIME,STAGE,MEDIAN,MEAN_NN,MxDMn,MAXN,MINN,VARIA,ABSOLUTE_POWER_LF,ABSOLUTE_POWER_HF,TOTAl_POWER,KURT,SKEW,KURT_REL_RR,SKEW_REL_RR
23:14:23,S2,906.25,873.402,667.9688,1000.0,332.0312,15534.2459,1211.4664,1898.2036,4173.502,11.8772,-2.8277,10.324,1.5965
23:14:45,S2,841.7969,748.7981,671.875,1001.9531,330.0781,47452.8025,5720.5857,4872.1554,24271.5989,1.6657,-0.5033,4.2577,0.9011
23:14:46,S2,896.4844,840.9926,650.3906,1093.75,443.3594,27190.5153,2592.7593,5967.3468,10757.9413,3.4612,-1.0898,4.0931,-0.7171
23:15:16,S2,874.0234,783.1003,710.9375,1025.3906,314.4531,44690.9749,3346.2194,8641.0724,19495.1362,2.4822,-0.9518,5.0858,1.086
23:15:21,S2,838.8672,771.1246,662.1094,992.1875,330.0781,39064.4787,9677.255,9723.0435,23185.866,2.1595,-0.7922,4.6677,0.9939
23:15:46,S2,880.8594,833.3705,662.1094,1041.0156,378.9062,26344.4675,2634.4117,6306.8274,11079.1922,4.529,-1.4987,5.6445,-0.1863
23:16:16,S3,888.6719,861.7877,548.8281,978.5156,429.6875,10989.9316,1312.5989,4009.0983,6560.2067,9.4818,-2.2656,8.1633,0.9034
23:16:46,S3,806.6406,715.0343,712.8906,1060.5469,347.6562,45340.1528,12809.5884,7898.6509,28474.6772,1.6195,-0.3839,3.8492,0.7906
23:17:16,S3,863.2812,757.3618,689.4531,1029.2969,339.8438,42933.0408,10283.3371,7218.5098,24629.675,2.0737,-0.8363,8.9248,1.8614
23:17:28,S3,833.9844,807.7257,636.7188,1031.25,394.5312,26917.6577,4221.9097,7135.3306,14122.5924,4.234,-1.4029,4.8544,0.5746
23:17:46,S3,548.8281,634.8958,630.8594,1011.7188,380.8594,47029.5207,7187.313,15072.4712,33391.0683,1.3058,0.249,3.5948,0.3804
23:18:16,S3,857.4219,822.9353,656.25,1009.7656,353.5156,22663.431,4258.3884,2671.397,10783.3791,5.8386,-1.8489,7.4343,0.7286
23:18:44,S3,830.0781,750.8514,628.9062,986.3281,357.4219,40567.9937,5280.3984,6014.1933,19621.8193,2.1108,-0.8713,3.8508,0.7931
23:18:46,S3,859.375,761.4548,630.8594,1046.875,416.0156,39463.1798,7974.8104,4186.0655,19566.5788,2.008,-0.8277,7.2856,-0.6203
23:19:16,S3,839.8438,719.9409,687.5,1003.9062,316.4062,46388.5569,12766.8617,6672.0025,31477.6617,1.64,-0.5627,5.0298,0.2681
23:19:35,S3,867.1875,770.1994,710.9375,1035.1562,324.2188,43893.3676,9681.2012,3449.3191,23068.5325,2.2835,-0.9098,7.1407,1.3058
23:19:46,S3,838.8672,731.6406,634.7656,1005.8594,371.0938,49744.7586,3230.6449,12065.4803,23480.0808,1.6381,-0.5533,4.2512,0.4785
23:19:54,S3,839.8438,752.504,595.7031,986.3281,390.625,38753.4017,1333.103,16060.3195,21127.8012,2.1823,-0.9317,4.2686,0.3339
23:20:16,S3,833.9844,760.9992,640.625,988.2812,347.6562,41064.4975,4921.8724,4390.6166,13782.2525,2.3759,-0.9312,3.5094,0.7667
23:20:20,S3,859.375,828.4598,667.9688,1011.7188,343.75,21459.4129,2131.6679,5570.3311,9864.9386,6.3515,-1.933,6.2923,1.1254
23:20:46,S3,838.8672,696.3356,589.8438,927.7344,337.8906,45638.3547,3720.5689,18148.1298,27370.7537,1.3823,-0.5045,3.0783,0.5917
23:20:53,S3,802.7344,657.5521,605.4688,941.4062,335.9375,49931.1659,3892.0803,14409.7702,25244.4602,1.1784,-0.0959,2.762,0.6918
23:21:16,S3,827.1484,735.6934,710.9375,1013.6719,302.7344,46344.6403,13805.4633,6623.2333,26117.3781,1.7739,-0.592,5.153,1.0347
23:21:46,S3,840.8203,731.5918,673.8281,1021.4844,347.6562,47319.7722,4246.7201,11799.7321,22590.2257,1.7319,-0.652,4.5131,0.2207
23:21:46,S3,853.5156,772.9235,617.1875,984.375,367.1875,33783.8994,2881.8236,9821.3365,18188.5574,2.9979,-1.2909,5.5496,0.4351
23:22:11,S3,480.4688,607.5846,630.8594,1000.0,369.1406,43738.6566,5693.9826,20307.7072,31032.8554,1.3492,0.3599,2.7791,0.7573
23:22:16,S4,556.6406,627.4518,554.6875,916.0156,361.3281,47395.9851,5844.9825,20502.344,35849.3253,1.1869,0.1538,3.1531,0.7097
23:22:36,S4,580.0781,651.9097,648.4375,1017.5781,369.1406,48107.0436,6985.1221,6783.8555,25577.5472,1.231,0.0488,3.834,0.3026
23:22:46,S4,804.6875,685.4106,705.0781,1048.8281,343.75,51938.6816,4072.7339,14053.5925,27584.2043,1.3658,-0.2304,3.2196,0.6863
