TIME,STAGE,MEDIAN,MEAN_NN,MxDMn,MAXN,MINN,VARIA,ABSOLUTE_POWER_LF,ABSOLUTE_POWER_HF,TOTAl_POWER,KURT,SKEW,KURT_REL_RR,SKEW_REL_RR
03:44:16,R,998.0469,980.013,691.4062,1142.5781,451.1719,15505.138,385.566,1160.2894,2833.1297,11.2711,-2.4897,16.1945,-3.1799
03:44:46,R,1014.6484,986.7839,792.9688,1228.5156,435.5469,31593.7508,3397.0258,6663.3861,12822.0065,6.5628,-1.8664,8.7085,0.2295
03:45:16,R,1007.8125,1009.5636,197.2656,1095.7031,898.4375,2299.4324,135.5046,717.7657,1017.9894,2.5124,-0.1982,2.6528,-0.5205
03:45:46,R,1027.3438,1015.9738,638.6719,1183.5938,544.9219,11497.7846,143.4261,1268.8926,1642.0604,13.6277,-2.832,15.2131,-3.2391
03:46:16,R,1007.8125,992.3828,593.75,1181.6406,587.8906,9170.8755,403.9664,1591.4472,2454.8674,11.2577,-2.1896,13.4243,-2.8501
03:46:46,R,1008.7891,1007.5335,158.2031,1080.0781,921.875,1448.6897,117.8251,673.2679,859.1919,2.3996,-0.0423,2.1087,0.209
03:47:16,R,996.0938,983.724,509.7656,1097.6562,587.8906,7167.6466,94.4792,590.4144,799.7807,16.1574,-3.2418,15.5926,-3.279
03:47:46,R,1027.3438,1021.6864,361.3281,1171.875,810.5469,4960.2495,420.6769,883.8574,1812.349,4.1424,-0.5039,5.8819,-1.1875
03:48:16,R,1057.6172,1026.9252,738.2812,1208.9844,470.7031,15752.8897,433.7677,1181.7569,1849.0591,14.0917,-3.0253,15.5232,-3.2594
03:48:46,R,1021.4844,1024.313,677.7344,1304.6875,626.9531,14109.7986,663.7736,3488.6305,4939.6721,6.2802,-0.6547,6.7071,-1.1886
03:49:16,R,1034.1797,1026.1579,175.7812,1113.2812,937.5,2400.082,142.0591,845.3877,1153.3693,2.1552,-0.1114,1.8358,0.1539
03:49:46,R,812.5,736.3281,773.4375,1097.6562,324.2188,75759.4964,5206.5335,9164.9403,38213.4228,1.3578,-0.2329,4.2801,-0.0862
03:50:16,R,1000.0,1006.8023,314.4531,1222.6562,908.2031,3683.3193,706.177,647.5901,2075.0098,6.466,1.4871,3.206,0.6978
03:50:46,R,992.1875,941.5323,892.5781,1216.7969,324.2188,41932.367,4836.6551,12777.7105,23352.2817,5.8356,-1.7621,5.8377,0.9716
03:51:16,R,1023.4375,989.2915,599.6094,1126.9531,527.3438,21431.9218,1494.4186,4121.9956,7758.7792,6.7123,-2.1303,4.9965,-1.376
03:51:46,R,1015.625,957.2917,750.0,1208.9844,458.9844,34832.1872,5326.3959,5740.4711,14828.0161,4.3719,-1.4481,5.1354,0.5319
03:52:16,R,943.3594,860.409,841.7969,1146.4844,304.6875,69483.8659,9123.9655,19585.0551,34914.1108,2.5636,-0.9419,3.2324,0.4859
03:52:46,R,1029.2969,972.6562,808.5938,1109.375,300.7812,33880.0365,5391.6132,9237.8726,19250.8976,8.9299,-2.569,6.8616,-0.2047
03:53:16,R,935.5469,837.1652,953.125,1300.7812,347.6562,72844.6057,6168.9553,21586.3517,31891.0612,2.0624,-0.5385,2.8944,0.4889
03:53:46,R,994.1406,895.1823,798.8281,1166.0156,367.1875,49037.0471,611.6488,15731.7004,23371.1868,3.39,-1.2332,3.2305,0.7055
03:54:16,R,933.5938,790.3294,841.7969,1199.2188,357.4219,61973.6164,2865.6618,36931.5635,45277.1274,1.8137,-0.4706,2.0915,0.5525
03:54:46,R,911.1328,799.4249,736.3281,1115.2344,378.9062,54020.1016,8162.9504,10873.7037,30759.6581,1.6139,-0.3048,2.9419,0.232
03:55:16,R,964.8438,846.4499,851.5625,1197.2656,345.7031,66603.9444,7056.1323,20111.3608,33719.905,2.0392,-0.6553,2.4833,0.5683
03:55:46,R,925.7812,784.9979,779.2969,1164.0625,384.7656,67234.6328,4805.9197,16462.9034,26101.0485,1.5255,-0.3144,1.9887,0.4845
03:56:16,R,935.5469,793.5494,890.625,1212.8906,322.2656,62766.7947,2544.2103,34373.0286,41695.334,2.0465,-0.5665,2.1832,0.622
03:56:46,R,943.3594,826.5625,828.125,1205.0781,376.9531,64678.4755,10452.5,12356.9663,29077.0527,1.8657,-0.5839,2.4587,0.4976
03:57:16,R,973.6328,889.8926,884.7656,1257.8125,373.0469,68403.6613,13039.1904,20505.4728,41332.6829,2.3508,-0.7598,3.1728,0.7754
03:57:46,R,914.0625,776.4214,800.7812,1142.5781,341.7969,64065.1885,3517.2502,20095.1348,26349.2228,1.7023,-0.4514,2.1136,0.5911
03:58:16,R,930.6641,814.5074,722.6562,1085.9375,363.2812,63037.9753,3634.9014,24911.8467,31008.5647,1.9548,-0.6902,2.243,0.6908
