TIME,STAGE,MEDIAN,MEAN_NN,MxDMn,MAXN,MINN,VARIA,ABSOLUTE_POWER_LF,ABSOLUTE_POWER_HF,TOTAl_POWER,KURT,SKEW,KURT_REL_RR,SKEW_REL_RR
02:21:16,S2,910.1562,784.1005,912.1094,1242.1875,330.0781,74116.8037,4008.5273,25401.9202,37238.8174,1.6189,-0.2269,2.6721,0.7878
02:21:46,S2,1004.8828,909.9731,669.9219,1140.625,470.7031,46636.1903,5187.9993,7258.9281,24795.7555,2.1388,-0.8171,6.1017,0.9838
02:22:16,S2,1013.6719,973.1771,740.2344,1123.0469,382.8125,25126.1224,2929.1959,4036.9987,10464.1991,7.954,-2.2324,7.4452,1.0388
02:22:46,S2,863.2812,795.8984,734.375,1101.5625,367.1875,56133.1643,4903.374,33138.3611,44005.8411,1.6391,-0.3778,2.3292,0.4095
02:23:16,S2,882.8125,807.9241,814.4531,1125.0,310.5469,53154.8512,8313.9558,5915.387,26976.3714,2.3256,-0.6518,3.6283,0.0345
02:23:46,S2,1050.7812,1045.1389,248.0469,1166.0156,917.9688,5666.1912,1639.8832,278.3397,2606.1294,1.8272,-0.0983,2.6081,-0.303
02:24:16,S2,980.4688,830.9972,767.5781,1091.7969,324.2188,60984.7204,3684.5505,19291.9228,28714.0315,2.0165,-0.7616,3.3595,0.8829
02:24:46,S2,949.2188,789.6432,845.7031,1187.5,341.7969,72708.102,6643.0055,19444.3136,31377.4871,1.5085,-0.325,2.3513,0.3246
02:24:52,S2,955.0781,792.3353,746.0938,1105.4688,359.375,65154.628,7528.9678,14350.0683,32228.4155,1.701,-0.5149,2.3407,0.6506
02:25:16,S2,578.125,584.4141,642.5781,990.2344,347.6562,42967.7261,6822.3238,24918.4064,37954.8056,2.4261,0.7592,1.5379,0.4195
02:25:46,S2,566.4062,550.855,656.25,1015.625,359.375,33142.9481,2995.4099,10836.9521,18534.1395,3.7845,1.2199,1.6571,0.445
02:25:50,S2,582.0312,620.5951,873.0469,1224.6094,351.5625,55244.8464,7172.0725,26809.6432,50164.8596,2.5844,0.8299,1.7333,0.4439
02:26:16,S2,958.9844,834.1567,753.9062,1064.4531,310.5469,56091.8399,4614.9225,13159.8122,22965.941,2.617,-1.1157,3.6798,0.9549
02:26:46,S2,628.9062,722.0215,771.4844,1085.9375,314.4531,68828.4659,7597.6772,19810.3863,39417.5203,1.3821,-0.0084,2.1664,0.4472
02:27:16,S2,580.0781,629.8828,707.0312,1015.625,308.5938,61371.4716,1033.4065,22686.4858,28469.6496,1.6544,0.4279,1.6956,0.6059
02:27:46,S2,566.4062,531.1435,646.4844,992.1875,345.7031,26429.8065,2599.8378,7027.0126,14298.612,4.5353,1.2507,1.4223,0.3045
02:27:47,S2,578.125,616.2317,669.9219,1015.625,345.7031,54024.3713,7570.6753,42616.204,54393.2584,1.9648,0.617,1.7402,0.5714
02:28:16,S2,564.4531,512.918,634.7656,982.4219,347.6562,18580.3536,1039.7853,829.7274,6385.4437,5.2987,1.2016,1.3036,0.1791
02:28:46,S2,479.4922,486.3932,265.625,623.0469,357.4219,9971.4873,417.3092,121.4319,1313.0096,1.1435,0.0081,1.0591,-0.0085
02:29:16,S2,586.9141,612.8743,777.3438,1119.1406,341.7969,50422.8208,7278.8828,36755.9178,46849.735,2.3409,0.7518,1.6804,0.4643
02:29:46,S2,621.0938,598.4933,712.8906,1058.5938,345.7031,47948.8762,4687.8642,11814.0975,21178.5553,2.3208,0.6384,1.4056,0.3901
02:30:16,S2,564.4531,506.3734,582.0312,943.3594,361.3281,18975.3116,1250.8075,9903.4549,12047.1752,4.5749,1.1384,1.2161,0.164
02:30:25,S2,601.5625,649.8264,937.5,1291.0156,353.5156,61154.1108,11373.6801,14222.2099,45096.61,2.5488,0.771,1.7837,0.0237
02:30:46,S2,666.9922,725.5371,746.0938,1078.125,332.0312,74053.9527,10630.772,16369.3913,40260.7549,1.4,-0.1232,2.2185,0.6615
02:31:16,S2,593.75,645.3303,734.375,1072.2656,337.8906,64167.0779,9355.1763,25972.4712,43454.3138,1.6475,0.4107,1.8152,0.6185
02:31:46,S2,586.9141,611.6943,681.6406,1017.5781,335.9375,52167.9968,623.4004,24568.1735,29116.4522,1.977,0.5754,1.7388,0.5656
02:32:16,S2,578.125,601.3233,669.9219,1011.7188,341.7969,49776.9154,4822.4134,28280.8737,36107.665,1.9961,0.5817,1.6733,0.5761
02:32:46,S2,575.1953,540.3284,687.5,1041.0156,353.5156,28592.4498,2470.8474,6987.2475,12318.1441,4.3588,1.2568,1.5088,0.2611
02:33:16,S2,556.6406,507.9809,660.1562,986.3281,326.1719,24345.1723,884.031,10011.3536,12979.7245,4.8013,1.3004,1.4398,0.3036
