TIME,STAGE,MEDIAN,MEAN_NN,MxDMn,MAXN,MINN,VARIA,ABSOLUTE_POWER_LF,ABSOLUTE_POWER_HF,TOTAl_POWER,KURT,SKEW,KURT_REL_RR,SKEW_REL_RR
06:14:01,W,414.0625,510.5537,410.1562,765.625,355.4688,20899.7037,1789.772,932.468,6703.9467,1.3246,0.2224,1.0933,0.0167
06:14:31,W,574.2188,529.2614,410.1562,746.0938,335.9375,21247.377,1473.4699,1203.8655,7552.3257,1.2211,0.0893,1.0789,0.0182
06:15:01,W,398.4375,506.2363,433.5938,777.3438,343.75,21455.3885,1043.542,2007.5757,6525.1606,1.33,0.2197,1.0981,0.0248
06:15:31,W,513.6719,508.9574,507.8125,859.375,351.5625,20345.232,1200.5451,2812.0032,8315.8159,1.6415,0.2686,1.0932,-0.0275
06:16:01,W,460.9375,515.0768,527.3438,863.2812,335.9375,24124.1126,881.7254,2247.6698,6529.6168,1.5427,0.2577,1.1614,0.0333
06:16:31,W,398.4375,512.1985,417.9688,765.625,347.6562,21651.9916,1312.6562,564.122,5055.2085,1.3305,0.2342,1.0903,0.0149
06:17:01,W,607.4219,577.1875,761.7188,1101.5625,339.8438,34314.917,3105.4155,5184.7909,11085.6339,3.4072,0.6784,1.6102,0.07
06:17:31,W,464.8438,582.7487,871.0938,1179.6875,308.5938,52600.8908,5046.2514,15968.1032,28873.1932,3.4237,1.2996,2.777,0.0176
06:18:01,W,1013.6719,863.9706,750.0,1167.9688,417.9688,65286.4978,13883.8323,9584.2161,34153.646,1.6032,-0.5642,4.1775,0.6634
06:18:31,W,640.625,736.879,750.0,1140.625,390.625,66955.1651,21767.0477,16836.5047,47215.895,1.4487,0.2038,2.6618,0.6047
06:19:01,W,441.4062,553.066,1031.25,1339.8438,308.5938,46357.0269,10021.8447,16049.9248,32858.6229,6.5117,1.6797,1.703,0.1974
06:19:31,W,433.5938,518.6404,843.75,1148.4375,304.6875,36882.3764,3352.5958,15540.6904,25018.8219,3.6031,1.1096,2.6458,0.1523
06:20:01,W,482.4219,554.988,753.9062,1074.2188,320.3125,48532.249,12990.4848,13301.6127,39878.2739,2.9172,1.0494,2.3703,0.5859
06:20:31,W,558.5938,545.7695,691.4062,1042.9688,351.5625,39385.743,19294.0922,5046.9094,32929.0606,3.31,1.0631,1.5247,0.3096
06:21:01,W,570.3125,555.3508,984.375,1328.125,343.75,41151.9383,3682.0507,10379.6333,18402.4452,5.3979,1.3592,1.4671,0.1883
06:21:31,W,457.0312,532.8125,757.8125,1074.2188,316.4062,33099.1433,3063.9531,10546.4833,21611.2105,4.2123,1.3781,2.0644,0.3532
06:22:01,W,984.375,839.1741,847.6562,1195.3125,347.6562,77264.8278,15805.4508,2234.3838,37039.3594,1.8421,-0.6959,6.0405,0.8174
06:22:31,W,648.4375,633.8778,796.875,1109.375,312.5,50469.3906,14240.17,3636.489,35345.5684,1.9494,0.323,2.7615,-0.296
06:23:01,W,414.0625,554.0242,476.5625,835.9375,359.375,30904.3659,7386.9554,1270.6177,10343.2116,1.3061,0.2455,1.126,0.0539
06:23:31,W,421.875,553.3608,410.1562,792.9688,382.8125,25888.6623,6699.928,1163.0816,8365.1836,1.2193,0.1976,1.0834,0.0113
06:24:01,W,433.5938,537.2159,382.8125,769.5312,386.7188,19606.0761,3128.6616,1138.9235,6830.0363,1.2838,0.2163,1.1021,0.0148
06:24:31,W,445.3125,542.0106,839.8438,1140.625,300.7812,27891.8605,3450.4758,1988.5475,6616.3545,3.9768,0.9165,1.614,0.0102
06:25:01,W,492.1875,548.4228,441.4062,796.875,355.4688,22696.6366,3197.1936,2455.0526,8450.4648,1.4026,0.269,1.1719,0.0706
06:25:31,W,509.7656,548.7558,437.5,816.4062,378.9062,24659.752,6219.7583,1922.6419,9080.9314,1.3901,0.2557,1.1364,-0.0138
06:26:01,W,488.2812,545.8432,410.1562,792.9688,382.8125,20942.0551,4571.745,1924.0667,7772.158,1.3622,0.249,1.1488,0.0015
06:26:31,W,558.5938,553.8031,703.125,1015.625,312.5,26922.0555,7678.1628,3970.9361,18892.5805,2.9246,0.5769,1.4203,-0.0745
06:27:01,W,609.375,662.2456,1085.9375,1390.625,304.6875,69919.5676,6096.9069,17547.9987,39608.0182,2.7602,0.7063,2.4334,0.0427
06:27:31,W,605.4688,641.3194,847.6562,1160.1562,312.5,57804.5579,10049.5299,14469.0027,37057.5154,2.3559,0.5685,1.5708,0.0446
06:28:01,W,509.7656,537.9774,460.9375,792.9688,332.0312,28295.6818,4577.9479,1583.9366,9802.2175,1.2458,0.1519,1.1225,-0.0157
