TIME,STAGE,MEDIAN,MEAN_NN,MxDMn,MAXN,MINN,VARIA,ABSOLUTE_POWER_LF,ABSOLUTE_POWER_HF,TOTAl_POWER,KURT,SKEW,KURT_REL_RR,SKEW_REL_RR
02:32:01,S2,457.0312,495.1006,253.9062,652.3438,398.4375,6556.4137,369.08,784.3412,1343.9496,1.4589,0.3133,1.202,0.0305
02:32:31,S2,460.9375,487.0233,253.9062,648.4375,394.5312,5651.1524,249.1155,1163.0785,2278.4974,1.6245,0.3649,1.2763,0.1324
02:33:01,S3,460.9375,500.0,257.8125,652.3438,394.5312,5930.9335,377.9409,788.5422,1603.209,1.4081,0.262,1.1914,0.0373
02:33:31,S3,464.8438,489.5833,250.0,636.7188,386.7188,5593.7025,120.3334,666.3312,1420.3117,1.4236,0.2495,1.2265,0.085
02:34:01,S3,480.4688,498.6096,339.8438,656.25,316.4062,6652.192,105.7807,407.3344,1089.3793,1.6456,0.0413,1.2038,-0.0419
02:34:31,S3,496.0938,504.5916,222.6562,628.9062,406.25,4146.7086,361.4322,532.246,1813.4722,1.8188,0.1705,1.6411,0.04
02:35:01,S3,464.8438,496.6896,230.4688,628.9062,398.4375,5749.6222,121.1638,1813.8095,2178.2902,1.504,0.3202,1.3654,0.1441
02:35:31,S3,464.8438,491.062,226.5625,625.0,398.4375,4922.1496,276.6872,553.484,1538.9861,1.5614,0.3702,1.3565,0.1506
02:36:01,S3,464.8438,486.9365,191.4062,593.75,402.3438,4538.5568,243.5814,319.7743,922.6805,1.3987,0.2461,1.231,0.075
02:36:31,S3,457.0312,496.3586,511.7188,832.0312,320.3125,9614.0015,921.9431,631.2293,2795.4461,3.9674,0.947,2.0697,-0.1304
02:37:01,S3,597.6562,602.5191,628.9062,988.2812,359.375,26652.1411,4106.4791,4593.1283,16584.2548,2.2871,0.4457,3.4179,-0.0856
02:37:31,S4,433.5938,472.144,664.0625,964.8438,300.7812,16991.5248,843.3509,6144.8566,10051.5986,5.2057,1.5098,3.4808,0.5498
02:38:01,S4,488.2812,534.7301,359.375,785.1562,425.7812,9446.396,1019.8238,2633.9821,4601.4924,2.2523,0.738,1.6854,0.131
02:38:31,S4,492.1875,518.4659,335.9375,742.1875,406.25,7587.477,470.2103,528.271,1975.3556,2.0554,0.5894,1.4969,0.0147
02:39:01,S4,488.2812,525.2131,574.2188,972.6562,398.4375,10314.8405,878.4794,2059.1999,4163.0229,7.535,1.6648,2.1299,0.3541
02:39:31,S4,457.0312,520.5256,550.7812,855.4688,304.6875,24879.7153,7223.6032,5127.8443,15033.4972,1.8126,0.5233,2.8315,0.1614
02:40:01,S4,470.7031,522.6702,371.0938,761.7188,390.625,10808.9009,1405.9756,2517.056,4622.1912,2.0401,0.6262,1.3692,0.0569
02:40:31,S4,533.2031,533.3478,300.7812,703.125,402.3438,8297.2282,1521.5923,396.3972,3311.5084,1.5805,0.2248,1.269,0.015
02:41:01,S4,501.9531,533.7095,335.9375,757.8125,421.875,9346.4583,1590.1109,1607.4741,4696.1645,2.0026,0.479,1.2459,0.0151
02:41:31,S4,488.2812,527.4148,386.7188,769.5312,382.8125,10111.0235,2394.5418,1772.0388,5021.3118,2.1463,0.5151,1.3394,0.075
02:42:01,S4,464.8438,514.3694,414.0625,781.25,367.1875,10330.2586,2427.6776,832.558,4737.0487,2.4664,0.8018,1.5051,0.0506
02:42:31,S4,496.0938,517.2991,289.0625,687.5,398.4375,7529.0446,656.9605,333.3264,1997.2498,1.5278,0.251,1.2496,0.0663
02:43:01,S4,468.75,522.74,339.8438,734.375,394.5312,8910.1013,1207.2072,1677.2847,3972.0868,1.7451,0.4576,1.3177,0.118
02:43:31,S4,476.5625,513.7061,250.0,667.9688,417.9688,6865.9854,190.878,609.3612,1881.7083,1.4973,0.3552,1.2232,0.0366
02:44:31,S2,484.375,519.9424,300.7812,699.2188,398.4375,7446.12,259.9079,675.4417,1629.2398,1.6889,0.3769,1.2328,0.063
02:45:01,S2,460.9375,515.3509,328.125,707.0312,378.9062,8535.745,178.6838,507.4205,2117.306,1.6528,0.4085,1.2402,0.0371
02:45:31,S2,472.6562,513.0208,320.3125,710.9375,390.625,6886.9786,463.1005,629.6127,2096.652,1.8295,0.4559,1.3985,0.0521
02:46:01,S2,501.9531,523.5073,273.4375,687.5,414.0625,7976.2546,706.8406,1038.1698,2463.3422,1.5711,0.3216,1.2103,0.0282
02:46:31,S2,474.6094,518.8337,261.7188,652.3438,390.625,6572.2368,94.4282,688.0873,2012.2097,1.417,0.2528,1.1972,0.0533
