TIME,STAGE,MEDIAN,MEAN_NN,MxDMn,MAXN,MINN,VARIA,ABSOLUTE_POWER_LF,ABSOLUTE_POWER_HF,TOTAl_POWER,KURT,SKEW,KURT_REL_RR,SKEW_REL_RR
00:06:01,W,556.6406,625.0,910.1562,1218.75,308.5938,64511.5065,7504.3023,24350.8525,40919.6446,2.4817,0.7347,2.2995,-0.4085
00:06:31,W,601.5625,678.8699,894.5312,1214.8438,320.3125,65706.871,8101.6737,15917.3617,36932.836,2.0773,0.4374,2.0622,0.1551
00:07:01,W,539.0625,584.7417,871.0938,1175.7812,304.6875,57847.1307,9565.629,13287.6843,32235.6968,2.7333,0.9439,2.1243,0.4026
00:07:31,W,574.2188,622.3404,1042.9688,1355.4688,312.5,65839.4713,6635.6311,33162.7913,49878.5738,3.5919,1.0924,2.2768,0.2861
00:08:01,W,958.9844,890.9912,1074.2188,1378.9062,304.6875,48317.2983,1824.1076,18928.0262,24460.5268,4.4134,-1.0115,4.9972,0.394
00:08:31,W,591.7969,619.7917,835.9375,1144.5312,308.5938,55462.7313,8505.3307,17313.8455,36861.6101,1.9748,0.4239,2.5197,0.1497
00:09:01,W,589.8438,604.8177,917.9688,1230.4688,312.5,51471.9221,2590.471,16280.9508,22079.3702,3.3643,0.9185,2.6244,-0.0552
00:09:31,W,703.125,678.234,859.375,1167.9688,308.5938,43825.3878,7409.0232,7940.6214,18488.674,2.8664,-0.0839,4.0192,-0.5262
00:10:01,S1,710.9375,680.5246,828.125,1132.8125,304.6875,39675.4206,7339.9223,6412.0761,18546.815,2.2759,-0.1245,2.9988,0.0494
00:10:31,S4,636.7188,617.7693,785.1562,1085.9375,300.7812,53102.5201,8060.9794,11450.4271,29995.8801,1.9709,0.2471,2.6991,-0.3007
00:11:01,S1,591.7969,623.1318,765.625,1078.125,312.5,40965.695,2898.1565,9288.9805,18636.5832,2.2212,0.3336,2.2875,-0.1882
00:11:31,S1,652.3438,640.191,796.875,1117.1875,320.3125,42891.5895,1057.0037,6005.2573,10430.4071,2.8031,0.3628,2.4809,-0.0644
00:12:01,S2,511.7188,577.1094,1074.2188,1394.5312,320.3125,43526.4954,1192.0028,16528.662,22070.4959,5.9571,1.4524,2.4938,-0.1663
00:12:31,S2,675.7812,680.7776,1109.375,1410.1562,300.7812,60986.4173,5369.4848,21820.7782,33044.5498,3.1934,0.6277,2.5932,0.3054
00:13:01,W,742.1875,716.2729,796.875,1144.5312,347.6562,41809.6448,7413.5599,8226.7986,20437.1017,2.0916,-0.1521,2.8697,0.6407
00:13:31,W,695.3125,684.593,1050.7812,1355.4688,304.6875,72757.5208,8709.0285,18888.8057,38344.7936,2.2944,0.4603,2.595,-0.0838
00:14:01,W,746.0938,738.5817,765.625,1097.6562,332.0312,26740.7419,1770.6833,4179.6275,10120.349,3.5689,-0.3286,3.9791,-0.336
00:14:31,W,898.4375,862.0175,875.0,1203.125,328.125,32052.182,1395.9912,6778.6465,13636.2246,4.3452,-0.9978,5.152,-0.1227
00:15:01,W,1054.6875,992.0528,984.375,1406.25,421.875,49812.5618,1865.5751,15717.4702,25821.5296,3.5465,-0.9765,5.7356,0.2675
00:15:31,W,990.2344,957.4219,714.8438,1253.9062,539.0625,25175.3235,1964.7996,6942.9756,12283.4624,3.7538,-1.0276,5.108,-0.4908
00:16:01,W,1058.5938,1051.2153,242.1875,1191.4062,949.2188,3399.1307,527.3128,1205.7356,2046.9269,2.5482,0.0668,2.0079,-0.2264
00:16:31,W,1056.6406,1031.9475,785.1562,1164.0625,378.9062,21427.7579,1104.2854,2274.0678,5836.1424,14.339,-3.1398,10.2227,0.0909
00:17:01,W,955.0781,837.4311,960.9375,1359.375,398.4375,63585.1824,10275.4479,9792.4411,30854.5052,1.968,-0.2998,3.0809,0.0426
00:17:31,W,773.4375,768.4005,1011.7188,1324.2188,312.5,98906.5936,30071.8915,9627.0115,47725.1512,1.5844,0.0709,3.1741,0.6224
00:18:01,W,878.9062,791.174,804.6875,1125.0,320.3125,71831.4461,5695.1567,12776.852,31342.8449,1.7717,-0.5103,3.0342,0.5435
00:18:31,W,427.7344,627.5476,843.75,1144.5312,300.7812,92889.0178,8670.481,21493.3666,52715.4856,1.4476,0.401,2.1219,-0.1794
00:19:01,W,1003.9062,990.8405,472.6562,1148.4375,675.7812,13192.3027,3722.3431,1741.4188,7787.2885,4.8458,-1.4731,4.0148,0.1919
00:19:31,W,544.9219,606.1198,832.0312,1132.8125,300.7812,60599.2211,7029.3604,14779.3135,35043.1454,2.2947,0.6635,2.5186,0.1668
00:20:01,W,804.6875,800.2534,765.625,1066.4062,300.7812,32339.6938,6002.9797,11023.9776,22002.2818,4.0912,-1.1811,5.9427,0.2537
