TIME,STAGE,MEDIAN,MEAN_NN,MxDMn,MAXN,MINN,VARIA,ABSOLUTE_POWER_LF,ABSOLUTE_POWER_HF,TOTAl_POWER,KURT,SKEW,KURT_REL_RR,SKEW_REL_RR
05:59:31,S1,496.0938,510.6412,589.8438,925.7812,335.9375,19865.256,1385.2117,2477.3488,5105.1236,2.235,0.4339,1.1436,0.0141
06:00:01,S1,441.4062,475.9221,312.5,652.3438,339.8438,12528.3065,529.2791,581.1851,3017.0989,1.2692,0.1772,1.0839,0.0227
06:00:31,S1,394.5312,492.3861,347.6562,691.4062,343.75,15965.0505,370.1093,246.5708,950.6521,1.2673,0.1834,1.0719,0.0099
06:01:01,S2,425.7812,464.7197,429.6875,746.0938,316.4062,12124.1824,2167.5958,1276.7583,5303.5289,2.7408,0.8835,2.1923,0.2818
06:01:31,S2,519.5312,496.16,457.0312,804.6875,347.6562,16178.7086,4233.3878,2199.2021,8470.8067,2.0446,0.4958,1.2225,0.0269
06:02:01,S2,458.9844,487.2396,464.8438,796.875,332.0312,16878.1874,825.026,262.5908,3057.7835,1.5954,0.2889,1.0824,-0.0035
06:02:31,S2,437.5,481.901,769.5312,1085.9375,316.4062,17532.3317,3652.415,3977.8319,11080.7226,7.9556,1.6454,1.6297,0.0916
06:03:01,W,496.0938,550.5601,945.3125,1250.0,304.6875,43866.6665,18763.6235,7714.2185,48478.619,5.9494,1.6712,2.2625,0.3177
06:03:31,W,515.625,588.7277,773.4375,1078.125,304.6875,46534.3242,8442.9817,26001.8251,37770.7637,2.1383,0.6506,2.8742,-0.069
06:04:01,S1,513.6719,554.988,730.4688,1039.0625,308.5938,37984.9045,15277.2925,13258.2642,42815.3302,3.8528,1.3183,2.4393,0.2596
06:04:31,S1,515.625,530.513,667.9688,968.75,300.7812,18356.6437,2171.118,9318.0086,13041.503,5.9658,1.5869,5.1128,-0.838
06:05:01,W,593.75,622.8391,1394.5312,1699.2188,304.6875,67280.7465,8343.396,36512.2599,50237.274,6.983,1.4648,2.4619,-0.276
06:05:31,W,425.7812,479.4094,511.7188,835.9375,324.2188,17163.2052,2075.2601,2430.5441,5407.0033,2.6383,0.8744,1.4143,0.0452
06:06:01,W,457.0312,481.8359,386.7188,730.4688,343.75,15373.141,623.2806,502.4308,3896.7102,1.3925,0.2268,1.1049,0.0461
06:06:31,S1,539.0625,498.2786,390.625,738.2812,347.6562,16292.389,348.3932,938.3731,1469.3616,1.2671,0.1246,1.0749,0.0132
06:07:01,S1,378.9062,487.2219,359.375,699.2188,339.8438,18358.5632,997.3043,850.7962,4924.3226,1.2157,0.185,1.0724,0.0114
06:07:31,S1,433.5938,509.937,886.7188,1187.5,300.7812,24548.4845,5184.8659,3018.2584,10675.8168,6.8811,1.4823,1.5942,0.0387
06:08:01,S1,437.5,492.7083,425.7812,750.0,324.2188,16542.7992,374.3677,457.2201,2465.1753,1.4601,0.2731,1.1581,-0.0097
06:08:31,S1,441.4062,469.4544,378.9062,687.5,308.5938,12363.3754,1054.9759,1447.2586,3682.9291,1.5069,0.2537,1.2076,0.0305
06:09:01,W,511.7188,494.3724,320.3125,664.0625,343.75,10649.7405,1181.8006,403.7913,2171.7999,1.4264,0.1358,1.1684,0.0422
06:09:31,W,462.8906,503.2328,378.9062,738.2812,359.375,17226.7193,452.1757,989.9252,1946.3959,1.3186,0.2179,1.0969,-0.031
06:10:01,W,437.5,502.0559,375.0,718.75,343.75,17828.7467,386.5225,1170.1244,2687.4555,1.315,0.2507,1.1162,0.0259
06:10:31,W,462.8906,489.4531,390.625,730.4688,339.8438,14536.1837,639.477,208.846,2106.0089,1.4553,0.252,1.0972,0.056
06:11:01,W,402.3438,509.5943,406.25,753.9062,347.6562,20203.2097,2948.3697,1161.3332,4987.8926,1.3246,0.2471,1.0961,0.005
06:11:31,W,449.2188,497.1531,808.5938,1109.375,300.7812,27140.3842,2367.5211,6856.289,11301.3195,6.6313,1.7192,2.8343,0.1583
06:12:01,W,482.4219,505.1185,492.1875,800.7812,308.5938,19209.3458,758.131,2143.1233,4036.7877,1.8952,0.4244,1.5415,0.1435
06:12:31,W,486.3281,506.1288,382.8125,726.5625,343.75,18899.3846,1105.5694,2156.3412,4028.2588,1.3687,0.2112,1.1458,0.0203
06:13:01,W,488.2812,519.1127,406.25,761.7188,355.4688,20200.8267,354.6088,672.8879,5043.9607,1.227,0.1335,1.0769,-0.0191
06:13:31,W,457.0312,527.4858,804.6875,1136.7188,332.0312,26503.6641,5685.8756,3178.037,11473.565,4.391,1.0434,1.5071,0.0608
