TIME,STAGE,MEDIAN,MEAN_NN,MxDMn,MAXN,MINN,VARIA,ABSOLUTE_POWER_LF,ABSOLUTE_POWER_HF,TOTAl_POWER,KURT,SKEW,KURT_REL_RR,SKEW_REL_RR
02:17:01,S4,466.7969,502.2225,265.625,640.625,375.0,6640.263,138.0929,300.7501,549.0912,1.4578,0.2317,1.2315,0.0458
02:17:31,S4,474.6094,500.2694,234.375,636.7188,402.3438,6387.0461,67.6886,269.093,403.3565,1.262,0.1155,1.0872,-0.0168
02:18:01,S4,472.6562,502.6727,226.5625,628.9062,402.3438,6390.5725,234.2288,518.9506,1046.4397,1.2915,0.21,1.1384,0.0373
02:18:31,S4,466.7969,496.6999,246.0938,636.7188,390.625,6565.9105,135.3896,889.0471,1275.7069,1.3439,0.2301,1.1214,0.0317
02:19:01,S4,515.625,514.8026,242.1875,632.8125,390.625,4473.629,439.9649,557.9077,1503.8001,1.8538,0.0032,1.5996,0.1183
02:19:31,S4,468.75,494.0413,218.75,613.2812,394.5312,5027.3085,19.732,118.6017,179.1441,1.3374,0.2162,1.2431,0.0227
02:20:01,S4,478.5156,503.4348,265.625,660.1562,394.5312,6219.8389,151.3674,356.754,794.4247,1.4209,0.1747,1.1062,-0.0279
02:20:31,S4,472.6562,495.1006,308.5938,628.9062,320.3125,6358.8253,27.1862,103.0414,206.4585,1.5499,0.0789,1.2408,-0.0273
02:21:01,S4,472.6562,503.4265,218.75,628.9062,410.1562,4714.2003,293.9271,509.4162,1162.1803,1.6578,0.4233,1.4091,0.0643
02:21:31,S4,455.0781,488.6719,230.4688,628.9062,398.4375,5412.6485,234.8921,263.5247,1110.5892,1.4433,0.3171,1.2332,0.053
02:22:01,S4,492.1875,502.4497,226.5625,632.8125,406.25,4821.7247,196.2002,204.1741,817.9092,1.499,0.0787,1.3257,0.0281
02:22:31,S4,464.8438,497.1531,218.75,621.0938,402.3438,4816.0,247.6239,205.384,625.0511,1.3853,0.2302,1.2048,0.0364
02:23:01,S4,521.4844,508.1492,230.4688,636.7188,406.25,4827.7148,534.6329,756.4353,2407.8173,1.5013,-0.0327,1.3404,-0.0285
02:23:31,S4,460.9375,497.306,203.125,609.375,406.25,5183.8878,131.4912,159.2515,481.2185,1.3907,0.2761,1.2799,0.0542
02:24:01,S4,468.75,490.5985,218.75,621.0938,402.3438,4323.7298,439.5984,832.1645,1973.6766,1.6352,0.3178,1.5056,0.1202
02:24:31,S4,488.2812,497.2855,218.75,613.2812,394.5312,4243.6266,113.5467,239.0941,769.9503,1.5403,0.0226,1.3576,-0.0073
02:25:01,S4,476.5625,502.5821,207.0312,613.2812,406.25,4497.779,134.4175,581.5552,788.0897,1.4926,0.3219,1.2976,0.1296
02:26:01,S2,468.75,489.5182,210.9375,601.5625,390.625,4846.4415,20.8983,622.9089,1435.6225,1.4236,0.1789,1.2886,0.0508
02:26:31,S2,460.9375,488.6123,195.3125,597.6562,402.3438,4135.0222,139.087,402.088,899.7456,1.3981,0.2681,1.2474,0.1138
02:27:01,S2,468.75,490.7552,203.125,601.5625,398.4375,4165.6325,301.9835,485.5912,1129.428,1.52,0.1667,1.3732,-0.0016
02:27:31,S2,472.6562,493.5117,207.0312,609.375,402.3438,4455.882,281.2311,445.0807,1334.077,1.4531,0.2928,1.3439,0.0918
02:28:01,S2,453.125,488.151,253.9062,640.625,386.7188,6176.2322,521.8026,527.6094,1954.682,1.5574,0.3176,1.2065,0.0206
02:28:31,S2,476.5625,497.5503,265.625,656.25,390.625,6030.0139,33.1801,258.4261,476.7117,1.829,0.4239,1.3199,0.0504
02:29:01,S2,453.125,491.062,257.8125,648.4375,390.625,6212.1638,240.989,342.1253,771.143,1.5084,0.3158,1.1841,0.0087
02:29:31,S2,457.0312,491.5365,277.3438,628.9062,351.5625,5959.1505,332.7406,1455.2628,2287.2301,1.5821,0.3499,1.2956,0.1059
02:30:01,S2,476.5625,499.0731,292.9688,660.1562,367.1875,5621.0994,667.6959,820.9662,1903.3215,1.7408,0.1645,1.3355,0.1295
02:30:31,S2,460.9375,497.4841,246.0938,636.7188,390.625,5970.9776,61.8929,362.3716,743.0408,1.5224,0.2969,1.2838,0.0641
02:31:01,S2,460.9375,488.151,230.4688,625.0,394.5312,5617.2519,67.9215,686.9182,1746.5105,1.3714,0.2238,1.2168,0.0218
02:31:31,S2,466.7969,501.4817,277.3438,671.875,394.5312,6821.6403,435.7121,649.8285,1450.2263,1.5228,0.3267,1.2075,0.0356
