TIME,STAGE,MEDIAN,MEAN_NN,MxDMn,MAXN,MINN,VARIA,ABSOLUTE_POWER_LF,ABSOLUTE_POWER_HF,TOTAl_POWER,KURT,SKEW,KURT_REL_RR,SKEW_REL_RR
00:35:01,W,945.3125,848.1027,800.7812,1105.4688,304.6875,63104.0487,18644.485,7469.1599,39823.0416,2.5052,-0.9879,4.9564,0.8675
00:35:31,W,783.2031,719.043,792.9688,1109.375,316.4062,65050.8022,2236.219,11524.9462,28241.4133,1.5802,-0.2451,2.6763,-0.0633
00:36:01,W,421.875,489.7378,628.9062,929.6875,300.7812,21985.0176,1501.6288,3418.3069,6961.7177,2.6871,0.7428,1.4883,0.0247
00:36:31,W,607.4219,616.862,812.5,1117.1875,304.6875,40733.2314,8666.3927,13323.0942,29529.5575,2.7424,0.4782,1.9075,-0.0245
00:37:01,W,568.3594,596.7611,742.1875,1062.5,320.3125,40370.4577,3025.6111,8686.7279,15386.9802,2.0811,0.3792,1.93,-0.1164
00:37:31,W,716.7969,695.4985,742.1875,1070.3125,328.125,36207.6186,1165.3995,15579.9926,21635.9777,2.2913,-0.2362,2.7212,0.2007
00:38:01,W,898.4375,854.205,464.8438,1082.0312,617.1875,17391.1784,2060.4222,1332.4209,10110.5441,1.7804,-0.3861,3.1125,0.2294
00:38:31,W,935.5469,939.1927,398.4375,1167.9688,769.5312,6148.9699,1409.8652,1591.6454,4956.1716,4.9217,0.8548,2.2893,0.1717
00:39:01,S1,968.75,913.8184,746.0938,1062.5,316.4062,36348.2833,1259.6367,4357.613,7926.5292,7.0647,-2.2984,5.7811,-0.5133
00:39:31,S1,1015.625,1017.2991,195.3125,1117.1875,921.875,1954.682,573.1566,437.7378,1270.19,2.6163,0.0582,2.0969,0.3482
00:40:01,S2,1009.7656,955.2083,785.1562,1132.8125,347.6562,30451.1854,7094.0214,2145.7614,14653.3296,7.5908,-2.2551,9.1787,1.2555
00:40:31,W,720.7031,750.9252,878.9062,1179.6875,300.7812,107307.3812,7568.8163,9271.3753,58471.2474,1.2581,-0.0113,3.2686,0.3125
00:41:01,S1,960.9375,971.444,304.6875,1167.9688,863.2812,4509.3441,282.2464,942.7992,2768.7108,3.7722,1.0017,2.282,-0.5228
00:41:31,S1,992.1875,1005.8594,234.375,1152.3438,917.9688,4183.633,1062.6406,2141.8042,3598.5096,2.2895,0.588,2.1674,-0.0168
00:42:01,S1,984.375,921.9971,792.9688,1093.75,300.7812,43785.5572,3725.3425,6364.9458,12823.1692,6.2763,-2.1257,5.7826,0.0542
00:42:31,S1,1050.7812,935.9879,859.375,1179.6875,320.3125,66820.3808,10560.2009,24846.6953,46667.18,3.903,-1.513,3.9695,0.5876
00:43:01,S1,941.4062,863.7408,777.3438,1117.1875,339.8438,52435.2711,3882.9055,13798.696,23730.6232,3.2522,-1.1511,3.7986,0.166
00:43:31,S2,671.875,666.5483,855.4688,1156.25,300.7812,62804.5453,8048.8818,13487.4981,33664.0812,1.9317,0.1504,2.7782,0.0281
00:44:01,S2,636.7188,640.0923,812.5,1117.1875,304.6875,44647.6266,3334.732,17769.5581,28151.8248,2.0455,0.1889,2.7026,-0.2381
00:44:31,S2,796.875,778.6106,976.5625,1328.125,351.5625,51482.3741,2860.875,10370.108,21847.5622,2.5252,0.0834,2.5611,0.3653
00:45:01,S2,781.25,743.1891,734.375,1035.1562,300.7812,42726.7362,6847.5511,6820.462,19615.7275,2.3067,-0.6199,4.6738,-0.8227
00:45:31,S2,955.0781,965.4948,382.8125,1136.7188,753.9062,8759.6469,3250.5218,1972.2601,6709.1657,2.9657,-0.5622,5.6576,0.6447
00:46:01,S2,1015.625,1002.0926,621.0938,1214.8438,593.75,15196.0996,2205.7454,3380.3902,8985.274,6.1471,-1.5766,4.1415,-0.3459
00:46:31,S2,1007.8125,966.1907,691.4062,1121.0938,429.6875,23786.1116,4222.0775,3218.3037,9389.2528,6.3342,-1.8204,10.2014,-2.0198
00:47:01,S2,1023.4375,1031.25,230.4688,1152.3438,921.875,3882.5141,403.4687,1454.2742,2276.4478,1.9619,0.1548,2.19,0.2126
00:47:31,S2,992.1875,1005.7199,257.8125,1160.1562,902.3438,3239.7484,495.149,1121.9093,2092.7833,3.3654,0.652,2.3823,-0.5283
00:48:01,S2,701.1719,726.6653,843.75,1171.875,328.125,74208.7008,4935.0926,14108.4697,42702.7748,1.6408,0.0731,1.7606,0.1733
00:48:31,S2,1011.7188,1011.4494,316.4062,1117.1875,800.7812,3559.9608,592.1247,1075.9687,2194.0677,6.2204,-1.2293,10.639,2.4605
00:49:01,S2,1003.9062,862.8078,789.0625,1136.7188,347.6562,76622.9411,9865.6763,13278.3421,33181.6691,2.2336,-0.9273,4.0358,0.7185
